1	0.1486933906045225
2	0.12861530068847868
3	0.07299882628851467
4	0.060907678264710635
5	0.04173693164355225
6	0.03434223174634907
7	0.03302349688278304
8	0.03700611636870437
9	0.04749177541169855
10	0.01908823661506176
11	0.019727484374824498
12	0.021415940899815824
13	0.019452959919969242
14	0.020912776597672038
15	0.017157455440610647
16	0.01949859896881713
17	0.01923394373928507
18	0.016604361383037433
19	0.016564872219330735
20	0.010204235609206889
21	0.013663282307485739
22	0.024020064673903916
23	0.010648744439499246
24	0.012041344462583462
25	0.015096181693176428
26	0.011606961074802611
27	0.01340386038646102
28	0.009908080592544543
29	0.013524362300005224
30	0.011317899088478751
31	0.011853616710545288
32	0.013157866843458679
33	0.016963629310743675
34	0.008399888924840424
35	0.008571412673013078
36	0.014422526893516382
37	0.009965382102462981
38	0.012830480881449249
39	0.011003074132733874
40	0.011765005946573284
41	0.010912859864119027
42	0.012225338050888645
43	0.016550884996023443
44	0.013007423271321587
45	0.012852504978784256
46	0.012942506310840448
47	0.012328088283538818
48	0.012571812917788824
49	0.01184853290518125
50	0.013586749219232135
